date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:16:20	2206/2206	---M-Z	200	added ('OK')	text/xml	date:Thu,%2023%20May%202024%2005:46:20%20GMT	https://wpriverthemes.com/synck/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwpriverthemes.com%2Fsynck%2F&format=xml	C:/Users/LENOVO/3D%20Objects/Biorbit2/wpriverthemes.com/synck/wp-json/oembed/1.0/embedb5b1	(from https://wpriverthemes.com/synck/)
11:16:21	1206/1206	---M-Z	200	added ('OK')	image/svg+xml	etag:%224b6-65b397eb-2ee11d40a8c2bf83;gz%22	https://wpriverthemes.com/synck/wp-content/uploads/2024/01/Shapes.svg	C:/Users/LENOVO/3D%20Objects/Biorbit2/wpriverthemes.com/synck/wp-content/uploads/2024/01/Shapes.svg	(from https://wpriverthemes.com/synck/)
11:16:21	4445/4445	---M-Z	200	added ('OK')	image/svg+xml	etag:%22115d-65d19168-f26bcb9f37090dc2;gz%22	https://wpriverthemes.com/synck/wp-content/uploads/2024/02/biorbitlogo.svg	C:/Users/LENOVO/3D%20Objects/Biorbit2/wpriverthemes.com/synck/wp-content/uploads/2024/02/biorbitlogo.svg	(from https://wpriverthemes.com/synck/)
11:16:22	32283/32283	---M--	200	added ('OK')	image/jpeg	etag:%227e1b-65d19168-d829ecb0e88687c6;;;%22	https://wpriverthemes.com/synck/wp-content/uploads/2024/02/iphone-13-1.jpg	C:/Users/LENOVO/3D%20Objects/Biorbit2/wpriverthemes.com/synck/wp-content/uploads/2024/02/iphone-13-1.jpg	(from https://wpriverthemes.com/synck/)
11:16:22	92410/92410	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20May%202024%2005:46:22%20GMT	https://wpriverthemes.com/synck/about-us/	C:/Users/LENOVO/3D%20Objects/Biorbit2/wpriverthemes.com/synck/about-us/index.html	(from https://wpriverthemes.com/synck/)
11:16:22	81405/81405	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20May%202024%2005:46:22%20GMT	https://wpriverthemes.com/synck/contact/	C:/Users/LENOVO/3D%20Objects/Biorbit2/wpriverthemes.com/synck/contact/index.html	(from https://wpriverthemes.com/synck/)
11:16:23	9166/9166	---M--	200	added ('OK')	image/jpeg	etag:%2223ce-65d19168-39e711999e3c372b;;;%22	https://wpriverthemes.com/synck/wp-content/uploads/2024/02/portfolio-mega-menu-1.jpg	C:/Users/LENOVO/3D%20Objects/Biorbit2/wpriverthemes.com/synck/wp-content/uploads/2024/02/portfolio-mega-menu-1.jpg	(from https://wpriverthemes.com/synck/)
11:16:23	134137/134137	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20May%202024%2005:46:23%20GMT	https://wpriverthemes.com/synck/home-version2/	C:/Users/LENOVO/3D%20Objects/Biorbit2/wpriverthemes.com/synck/home-version2/index.html	(from https://wpriverthemes.com/synck/)
11:16:23	92262/92262	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20May%202024%2005:46:23%20GMT	https://wpriverthemes.com/synck/company/	C:/Users/LENOVO/3D%20Objects/Biorbit2/wpriverthemes.com/synck/company/index.html	(from https://wpriverthemes.com/synck/)
11:16:23	9520/9520	---M--	200	added ('OK')	image/jpeg	etag:%222530-65d19168-c853ec49cb14d7e3;;;%22	https://wpriverthemes.com/synck/wp-content/uploads/2024/02/portfolio-mega-menu-2.jpg	C:/Users/LENOVO/3D%20Objects/Biorbit2/wpriverthemes.com/synck/wp-content/uploads/2024/02/portfolio-mega-menu-2.jpg	(from https://wpriverthemes.com/synck/)
11:16:24	85095/85095	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20May%202024%2005:46:24%20GMT	https://wpriverthemes.com/synck/partners/	C:/Users/LENOVO/3D%20Objects/Biorbit2/wpriverthemes.com/synck/partners/index.html	(from https://wpriverthemes.com/synck/)
11:16:24	89724/89724	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20May%202024%2005:46:24%20GMT	https://wpriverthemes.com/synck/careers/	C:/Users/LENOVO/3D%20Objects/Biorbit2/wpriverthemes.com/synck/careers/index.html	(from https://wpriverthemes.com/synck/)
11:16:24	84425/84425	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20May%202024%2005:46:24%20GMT	https://wpriverthemes.com/synck/events/	C:/Users/LENOVO/3D%20Objects/Biorbit2/wpriverthemes.com/synck/events/index.html	(from https://wpriverthemes.com/synck/)
11:16:24	19345/19345	---M--	200	added ('OK')	image/jpeg	etag:%224b91-65d19168-82690248ba48cdfe;;;%22	https://wpriverthemes.com/synck/wp-content/uploads/2024/02/portfolio-mega-menu-3.jpeg	C:/Users/LENOVO/3D%20Objects/Biorbit2/wpriverthemes.com/synck/wp-content/uploads/2024/02/portfolio-mega-menu-3.jpg	(from https://wpriverthemes.com/synck/)
11:16:25	89180/89180	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20May%202024%2005:46:25%20GMT	https://wpriverthemes.com/synck/team/	C:/Users/LENOVO/3D%20Objects/Biorbit2/wpriverthemes.com/synck/team/index.html	(from https://wpriverthemes.com/synck/)
11:16:25	9737/9737	---M--	200	added ('OK')	image/jpeg	etag:%222609-65d19168-7c267a49d882e3ef;;;%22	https://wpriverthemes.com/synck/wp-content/uploads/2024/02/portfolio-mega-menu-4.jpeg	C:/Users/LENOVO/3D%20Objects/Biorbit2/wpriverthemes.com/synck/wp-content/uploads/2024/02/portfolio-mega-menu-4.jpg	(from https://wpriverthemes.com/synck/)
11:16:25	84288/84288	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20May%202024%2005:46:25%20GMT	https://wpriverthemes.com/synck/blog/	C:/Users/LENOVO/3D%20Objects/Biorbit2/wpriverthemes.com/synck/blog/index.html	(from https://wpriverthemes.com/synck/)
11:16:26	100808/100808	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20May%202024%2005:46:25%20GMT	https://wpriverthemes.com/synck/overview/	C:/Users/LENOVO/3D%20Objects/Biorbit2/wpriverthemes.com/synck/overview/index.html	(from https://wpriverthemes.com/synck/)
11:16:26	40957/40957	---M--	200	added ('OK')	image/jpeg	etag:%229ffd-65d19168-bb838b4616a47fb5;;;%22	https://wpriverthemes.com/synck/wp-content/uploads/2024/02/macbook.jpg	C:/Users/LENOVO/3D%20Objects/Biorbit2/wpriverthemes.com/synck/wp-content/uploads/2024/02/macbook.jpg	(from https://wpriverthemes.com/synck/)
11:16:26	95116/95116	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20May%202024%2005:46:26%20GMT	https://wpriverthemes.com/synck/our-pricing/	C:/Users/LENOVO/3D%20Objects/Biorbit2/wpriverthemes.com/synck/our-pricing/index.html	(from https://wpriverthemes.com/synck/)
11:16:26	100817/100817	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20May%202024%2005:46:26%20GMT	https://wpriverthemes.com/synck/features/	C:/Users/LENOVO/3D%20Objects/Biorbit2/wpriverthemes.com/synck/features/index.html	(from https://wpriverthemes.com/synck/)
11:16:27	92704/92704	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20May%202024%2005:46:27%20GMT	https://wpriverthemes.com/synck/case-studies/	C:/Users/LENOVO/3D%20Objects/Biorbit2/wpriverthemes.com/synck/case-studies/index.html	(from https://wpriverthemes.com/synck/)
11:16:27	2529/2529	---M-Z	200	added ('OK')	image/svg+xml	etag:%229e1-65d19168-285f7444d759c6da;gz%22	https://wpriverthemes.com/synck/wp-content/uploads/2024/02/hwd-icon-1.svg	C:/Users/LENOVO/3D%20Objects/Biorbit2/wpriverthemes.com/synck/wp-content/uploads/2024/02/hwd-icon-1.svg	(from https://wpriverthemes.com/synck/)
11:16:27	80782/80782	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20May%202024%2005:46:27%20GMT	https://wpriverthemes.com/synck/new-releases/	C:/Users/LENOVO/3D%20Objects/Biorbit2/wpriverthemes.com/synck/new-releases/index.html	(from https://wpriverthemes.com/synck/)
11:16:27	2262/2262	---M-Z	200	added ('OK')	image/svg+xml	etag:%228d6-65d19168-fafd6d3262f647d;gz%22	https://wpriverthemes.com/synck/wp-content/uploads/2024/02/hwd-icon-2.svg	C:/Users/LENOVO/3D%20Objects/Biorbit2/wpriverthemes.com/synck/wp-content/uploads/2024/02/hwd-icon-2.svg	(from https://wpriverthemes.com/synck/)
11:16:28	94309/94309	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20May%202024%2005:46:28%20GMT	https://wpriverthemes.com/synck/solutions/	C:/Users/LENOVO/3D%20Objects/Biorbit2/wpriverthemes.com/synck/solutions/index.html	(from https://wpriverthemes.com/synck/)
11:16:28	88352/88352	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20May%202024%2005:46:28%20GMT	https://wpriverthemes.com/synck/case-studie-single/	C:/Users/LENOVO/3D%20Objects/Biorbit2/wpriverthemes.com/synck/case-studie-single/index.html	(from https://wpriverthemes.com/synck/)
11:16:28	85888/85888	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20May%202024%2005:46:28%20GMT	https://wpriverthemes.com/synck/portfolio/	C:/Users/LENOVO/3D%20Objects/Biorbit2/wpriverthemes.com/synck/portfolio/index.html	(from https://wpriverthemes.com/synck/)
11:16:28	1253/1253	---M-Z	200	added ('OK')	image/svg+xml	etag:%224e5-65d19168-d5f02354d3f3978e;gz%22	https://wpriverthemes.com/synck/wp-content/uploads/2024/02/hwd-icon-3.svg	C:/Users/LENOVO/3D%20Objects/Biorbit2/wpriverthemes.com/synck/wp-content/uploads/2024/02/hwd-icon-3.svg	(from https://wpriverthemes.com/synck/)
11:16:29	532/532	---M-Z	200	added ('OK')	image/svg+xml	etag:%22214-65d19168-53c81651f3e0ca21;gz%22	https://wpriverthemes.com/synck/wp-content/uploads/2024/02/hwd-icon-4.svg	C:/Users/LENOVO/3D%20Objects/Biorbit2/wpriverthemes.com/synck/wp-content/uploads/2024/02/hwd-icon-4.svg	(from https://wpriverthemes.com/synck/)
11:16:30	94240/94240	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20May%202024%2005:46:29%20GMT	https://wpriverthemes.com/synck/services/	C:/Users/LENOVO/3D%20Objects/Biorbit2/wpriverthemes.com/synck/services/index.html	(from https://wpriverthemes.com/synck/)
11:16:30	87881/87881	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20May%202024%2005:46:29%20GMT	https://wpriverthemes.com/synck/portfolio-detail/	C:/Users/LENOVO/3D%20Objects/Biorbit2/wpriverthemes.com/synck/portfolio-detail/index.html	(from https://wpriverthemes.com/synck/)
11:16:30	83140/83140	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20May%202024%2005:46:30%20GMT	https://wpriverthemes.com/synck/how-we-do-single/	C:/Users/LENOVO/3D%20Objects/Biorbit2/wpriverthemes.com/synck/how-we-do-single/index.html	(from https://wpriverthemes.com/synck/)
11:16:30	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2023%20May%202024%2005:46:30%20GMT	https://wpriverthemes.com/synck/service-details	C:/Users/LENOVO/3D%20Objects/Biorbit2/wpriverthemes.com/synck/service-details	(from https://wpriverthemes.com/synck/)
11:16:31	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2023%20May%202024%2005:46:31%20GMT	https://wpriverthemes.com/synck/our-field-details	C:/Users/LENOVO/3D%20Objects/Biorbit2/wpriverthemes.com/synck/our-field-details	(from https://wpriverthemes.com/synck/)
11:16:31	86079/86079	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20May%202024%2005:46:31%20GMT	https://wpriverthemes.com/synck/service-details/	C:/Users/LENOVO/3D%20Objects/Biorbit2/wpriverthemes.com/synck/service-details/index.html	(from https://wpriverthemes.com/synck/)
11:16:31	26264/26264	---M--	200	added ('OK')	image/jpeg	etag:%226698-65d19168-2cd9587e3d0cee16;;;%22	https://wpriverthemes.com/synck/wp-content/uploads/2024/02/ipad.jpg	C:/Users/LENOVO/3D%20Objects/Biorbit2/wpriverthemes.com/synck/wp-content/uploads/2024/02/ipad.jpg	(from https://wpriverthemes.com/synck/)
11:16:31	1148/1148	---M-Z	200	added ('OK')	image/svg+xml	etag:%2247c-65e5d064-360d069f40c472fd;gz%22	https://wpriverthemes.com/synck/wp-content/themes/synck/assets/imgs/favicon.svg	C:/Users/LENOVO/3D%20Objects/Biorbit2/wpriverthemes.com/synck/wp-content/themes/synck/assets/imgs/favicon.svg	(from https://wpriverthemes.com/synck/)
11:16:32	84684/84684	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20May%202024%2005:46:32%20GMT	https://wpriverthemes.com/synck/our-field-details/	C:/Users/LENOVO/3D%20Objects/Biorbit2/wpriverthemes.com/synck/our-field-details/index.html	(from https://wpriverthemes.com/synck/)
11:16:32	1043/1043	---M-Z	200	added ('OK')	image/svg+xml	etag:%22413-6555fdbd-8b450f06f76c2eeb;gz%22	https://wpriverthemes.com/synck/wp-content/uploads/2023/11/icon1-1.svg	C:/Users/LENOVO/3D%20Objects/Biorbit2/wpriverthemes.com/synck/wp-content/uploads/2023/11/icon1-1.svg	(from https://wpriverthemes.com/synck/)
11:16:32	84033/84033	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20May%202024%2005:46:32%20GMT	https://wpriverthemes.com/synck/faq/	C:/Users/LENOVO/3D%20Objects/Biorbit2/wpriverthemes.com/synck/faq/index.html	(from https://wpriverthemes.com/synck/)
11:16:32	129477/129477	---M--	200	added ('OK')	image/png	etag:%221f9c5-6555fcec-a72c1b0dcbadade9;;;%22	https://wpriverthemes.com/synck/wp-content/uploads/2023/11/bg1-1-1.png	C:/Users/LENOVO/3D%20Objects/Biorbit2/wpriverthemes.com/synck/wp-content/uploads/2023/11/bg1-1-1.png	(from https://wpriverthemes.com/synck/)
11:16:32	3499/3499	---M--	200	added ('OK')	image/png	etag:%22dab-6555fe10-6a6189d4a9a5d605;;;%22	https://wpriverthemes.com/synck/wp-content/uploads/2023/11/small-img-4-1.png	C:/Users/LENOVO/3D%20Objects/Biorbit2/wpriverthemes.com/synck/wp-content/uploads/2023/11/small-img-4-1.png	(from https://wpriverthemes.com/synck/)
11:16:33	3672/3672	---M--	200	added ('OK')	image/png	etag:%22e58-6555fe25-fb12919f77daf6b2;;;%22	https://wpriverthemes.com/synck/wp-content/uploads/2023/11/small-img-3-1.png	C:/Users/LENOVO/3D%20Objects/Biorbit2/wpriverthemes.com/synck/wp-content/uploads/2023/11/small-img-3-1.png	(from https://wpriverthemes.com/synck/)
11:16:33	3805/3805	---M--	200	added ('OK')	image/png	etag:%22edd-6555fe25-d908444cc441069b;;;%22	https://wpriverthemes.com/synck/wp-content/uploads/2023/11/small-img-2-1.png	C:/Users/LENOVO/3D%20Objects/Biorbit2/wpriverthemes.com/synck/wp-content/uploads/2023/11/small-img-2-1.png	(from https://wpriverthemes.com/synck/)
11:16:33	4058/4058	---M--	200	added ('OK')	image/png	etag:%22fda-6555fe25-6a1c9560494ac830;;;%22	https://wpriverthemes.com/synck/wp-content/uploads/2023/11/small-img-1-1.png	C:/Users/LENOVO/3D%20Objects/Biorbit2/wpriverthemes.com/synck/wp-content/uploads/2023/11/small-img-1-1.png	(from https://wpriverthemes.com/synck/)
11:16:34	4303/4303	---M-Z	200	added ('OK')	image/svg+xml	etag:%2210cf-65560147-fc54611c68c7a79d;gz%22	https://wpriverthemes.com/synck/wp-content/uploads/2023/11/icon2-1.svg	C:/Users/LENOVO/3D%20Objects/Biorbit2/wpriverthemes.com/synck/wp-content/uploads/2023/11/icon2-1.svg	(from https://wpriverthemes.com/synck/)
11:16:34	82650/82650	---M-Z	200	added ('OK')	image/svg+xml	etag:%22142da-655603e1-71d3bb1bc25de387;gz%22	https://wpriverthemes.com/synck/wp-content/uploads/2023/11/client2.png	C:/Users/LENOVO/3D%20Objects/Biorbit2/wpriverthemes.com/synck/wp-content/uploads/2023/11/client2.png	(from https://wpriverthemes.com/synck/)
11:16:34	5765/5765	---M-Z	200	added ('OK')	image/svg+xml	etag:%221685-655603e2-8a5353744d1a6808;gz%22	https://wpriverthemes.com/synck/wp-content/uploads/2023/11/client-logo2-1.svg	C:/Users/LENOVO/3D%20Objects/Biorbit2/wpriverthemes.com/synck/wp-content/uploads/2023/11/client-logo2-1.svg	(from https://wpriverthemes.com/synck/)
11:16:35	6733/6733	---M-Z	200	added ('OK')	image/svg+xml	etag:%221a4d-655603e2-fb37fa67f6272e79;gz%22	https://wpriverthemes.com/synck/wp-content/uploads/2023/11/client-logo3-1.svg	C:/Users/LENOVO/3D%20Objects/Biorbit2/wpriverthemes.com/synck/wp-content/uploads/2023/11/client-logo3-1.svg	(from https://wpriverthemes.com/synck/)
11:16:35	1398/1398	---M-Z	200	added ('OK')	image/svg+xml	etag:%22576-655603e2-9a772a6b11c493c9;gz%22	https://wpriverthemes.com/synck/wp-content/uploads/2023/11/client1.jpg	C:/Users/LENOVO/3D%20Objects/Biorbit2/wpriverthemes.com/synck/wp-content/uploads/2023/11/client1.jpg	(from https://wpriverthemes.com/synck/)
11:16:35	3323/3323	---M-Z	200	added ('OK')	image/svg+xml	etag:%22cfb-655603e2-ea44d1fd49a5369b;gz%22	https://wpriverthemes.com/synck/wp-content/uploads/2023/11/client-logo5-1.svg	C:/Users/LENOVO/3D%20Objects/Biorbit2/wpriverthemes.com/synck/wp-content/uploads/2023/11/client-logo5-1.svg	(from https://wpriverthemes.com/synck/)
11:16:36	6061/6061	---M-Z	200	added ('OK')	image/svg+xml	etag:%2217ad-65608ddc-d82e7f3a24215a63;gz%22	https://wpriverthemes.com/synck/wp-content/uploads/2023/11/bg-shape-1-1.svg	C:/Users/LENOVO/3D%20Objects/Biorbit2/wpriverthemes.com/synck/wp-content/uploads/2023/11/bg-shape-1-1.svg	(from https://wpriverthemes.com/synck/)
